4,teacher,student,male,female
1361,0,1,0,1
1362,0,1,0,1
1363,0,1,1,0
1364,0,1,1,0
1365,0,1,0,1
1366,0,1,0,1
1367,0,1,0,1
1368,0,1,0,1
1369,0,1,1,0
1370,0,1,0,1
1371,0,1,0,1
1372,0,1,0,1
1373,0,1,0,1
1374,0,1,0,1
1375,0,1,0,1
1376,0,1,0,1
1377,0,1,1,0
1378,0,1,0,1
1379,0,1,0,1
1380,0,1,0,1
1381,0,1,1,0
1382,0,1,1,0
1383,0,1,0,1
1384,0,1,0,1
1385,0,1,1,0
1386,0,1,0,1
1387,0,1,0,1
1388,0,1,0,1
1389,0,1,0,1
1390,0,1,0,1
1391,0,1,0,1
1392,0,1,1,0
1393,0,1,0,1
1394,0,1,0,1
1395,0,1,0,1
1396,0,1,0,1
1397,0,1,1,0
1398,1,0,1,0
1399,0,1,1,0
1400,0,1,0,1
1401,0,1,1,0
1402,0,1,0,1
1403,1,0,0,1
1404,0,1,1,0
1405,0,1,1,0
1406,1,0,1,0
1407,0,1,1,0
1408,0,1,0,1
1409,0,1,1,0
1410,0,1,1,0
1411,0,1,1,0
1412,0,1,1,0
1413,0,1,0,1
1414,0,1,0,1
1415,0,1,1,0
1416,0,1,0,1
1417,0,1,0,1
1418,0,1,0,1
1419,0,1,0,1
1420,0,1,0,1
1421,1,0,0,1
1422,0,1,0,1
1423,0,1,0,1
1424,0,1,1,0
1425,0,1,0,1
1426,0,1,1,0
1427,0,1,1,0
1428,0,1,0,1
1429,0,1,0,1
1430,0,1,1,0
1431,0,1,0,1
1432,0,1,0,1
1433,0,1,0,1
1434,0,1,1,0
1435,0,1,1,0
1436,0,1,0,1
1437,0,1,0,1
1438,0,1,1,0
1439,0,1,1,0
1440,0,1,0,1
1441,0,1,0,1
1442,0,1,0,1
1443,0,1,1,0
1444,0,1,0,1
1445,0,1,1,0
1446,0,1,0,1
1447,0,1,0,1
1448,0,1,1,0
1449,0,1,0,1
1450,0,1,1,0
1451,0,1,1,0
1452,0,1,1,0
1453,1,0,1,0
1454,0,1,0,1
1455,0,1,0,1
1456,0,1,1,0
1457,0,1,1,0
1458,0,1,1,0
1459,0,1,1,0
1460,0,1,0,1
1461,0,1,0,1
1462,0,1,1,0
1463,0,1,1,0
1464,0,1,0,1
1465,0,1,0,1
1466,0,1,1,0
1467,0,1,0,1
1468,0,1,0,1
1469,0,1,0,1
1470,0,1,0,1
1471,0,1,0,1
1472,0,1,0,1
1473,0,1,1,0
1474,0,1,0,1
1475,0,1,0,1
1476,0,1,0,1
1477,0,1,0,1
1478,0,1,0,1
1479,0,1,0,1
1480,0,1,1,0
1481,0,1,1,0
1482,0,1,1,0
1483,0,1,0,1
1484,0,1,0,1
1485,0,1,0,1
1486,0,1,1,0
1487,0,1,1,0
1488,0,1,0,1
1489,0,1,0,1
1490,0,1,1,0
1491,0,1,1,0
1492,0,1,1,0
1493,0,1,0,1
1494,0,1,1,0
1495,0,1,0,1
1496,0,1,0,1
1497,0,1,0,1
1498,0,1,0,1
1499,0,1,0,1
1500,0,1,0,1
1501,0,1,1,0
1502,0,1,0,1
1503,0,1,0,1
1504,0,1,1,0
1505,0,1,0,1
1506,0,1,1,0
1507,0,1,1,0
1508,0,1,0,1
1509,0,1,1,0
1510,1,0,1,0
1511,0,1,0,1
1512,1,0,0,1
1513,1,0,0,1
1514,1,0,1,0
1515,1,0,0,1
1516,1,0,1,0
1517,0,1,1,0
1518,1,0,1,0
1519,0,1,0,1
1520,0,1,0,1
1521,0,1,1,0
1522,0,1,0,1
1523,1,0,1,0
1524,0,1,0,1
1525,0,1,0,1
1526,0,1,1,0
1527,1,0,0,1
1528,0,1,0,1
1529,1,0,0,1
1530,0,1,0,1
1531,0,1,1,0
1532,0,1,0,1
1533,0,1,0,1
1534,0,1,0,1
1535,1,0,0,1
1536,0,1,0,1
1537,0,1,0,1
1538,0,1,0,1
1539,0,1,0,1
1540,1,0,1,0
1541,0,1,0,1
1542,1,0,0,1
1543,0,1,0,1
1544,0,1,0,1
1545,0,1,0,1
1546,0,1,0,1
1547,0,1,0,1
1548,0,1,0,1
1549,0,1,0,1
1550,0,1,0,1
1551,1,0,0,1
1552,1,0,0,1
1553,1,0,0,1
1554,0,1,0,1
1555,1,0,0,1
1556,0,1,1,0
1557,1,0,1,0
1558,0,1,0,1
1559,0,1,0,1
1560,0,1,0,1
1561,0,1,0,1
1562,0,1,1,0
1563,0,1,0,1
1564,1,0,1,0
1565,0,1,0,1
1566,0,1,1,0
1567,1,0,0,1
1568,0,1,1,0
1569,0,1,0,1
1570,0,1,0,1
1571,1,0,0,1
1572,1,0,0,1
1573,1,0,0,1
1574,0,1,1,0
1575,0,1,0,1
1576,0,1,0,1
1577,0,1,1,0
1578,0,1,0,1
1579,0,1,1,0
1580,0,1,0,1
1581,0,1,1,0
1582,0,1,1,0
1583,0,1,1,0
1584,0,1,0,1
1585,0,1,0,1
1586,0,1,1,0
1587,0,1,1,0
1588,0,1,0,1
1589,0,1,0,1
1590,0,1,0,1
1591,0,1,0,1
1592,0,1,0,1
1593,0,1,1,0
1594,0,1,1,0
1595,0,1,1,0
1596,0,1,0,1
1597,0,1,0,1
1598,0,1,1,0
1599,0,1,1,0
1600,0,1,0,1
1601,0,1,0,1
1602,0,1,1,0
1603,0,1,1,0
1604,0,1,0,1
1605,0,1,0,1
1606,0,1,0,1
1607,0,1,0,1
1608,0,1,0,1
1609,0,1,0,1
1610,0,1,0,1
1611,0,1,0,1
1612,0,1,1,0
1613,0,1,1,0
1614,0,1,0,1
1615,0,1,0,1
1616,0,1,1,0
1617,0,1,0,1
1618,0,1,0,1
1619,0,1,0,1
1620,0,1,1,0
1621,1,0,1,0
1622,0,1,0,1
1623,0,1,1,0
1624,0,1,0,1
1625,0,1,1,0
1626,0,1,1,0
1627,0,1,0,1
1628,0,1,0,1
1629,0,1,0,1
1630,0,1,1,0
1631,1,0,1,0
1632,0,1,0,1
1633,0,1,1,0
1634,0,1,1,0
1635,0,1,0,1
1636,0,1,0,1
1637,0,1,0,1
1638,0,1,0,1
1639,0,1,1,0
1640,0,1,1,0
1641,0,1,0,1
1642,0,1,1,0
1643,0,1,0,1
1644,0,1,1,0
1645,0,1,0,1
1646,0,1,1,0
1647,0,1,1,0
1648,0,1,0,1
1649,0,1,0,1
1650,0,1,0,1
1651,0,1,0,1
1652,0,1,0,1
1653,0,1,0,1
1654,0,1,1,0
1655,0,1,0,1
1656,0,1,0,1
1657,0,1,1,0
1658,0,1,1,0
1659,0,1,1,0
1660,0,1,0,1
1661,0,1,1,0
1662,0,1,0,1
1663,0,1,1,0
1664,1,0,0,1
1665,0,1,0,1
1666,0,1,1,0
1667,0,1,1,0
1668,0,1,1,0
1669,1,0,1,0
1670,0,1,0,1
1671,0,1,0,1
1672,0,1,1,0
1673,0,1,0,1
1674,0,1,0,1
1675,0,1,0,1
1676,0,1,1,0
1677,0,1,0,1
1678,0,1,1,0
1679,0,1,1,0
1680,0,1,1,0
1681,0,1,0,1
1682,0,1,0,1
1683,1,0,1,0
1684,0,1,0,1
1685,0,1,1,0
1686,0,1,0,1
1687,0,1,1,0
1688,0,1,0,1
1689,0,1,0,1
1690,0,1,1,0
1691,0,1,0,1
1692,0,1,0,1
1693,0,1,1,0
1694,0,1,0,1
1695,0,1,1,0
1696,0,1,1,0
1697,0,1,1,0
1698,0,1,1,0
1699,0,1,1,0
1700,0,1,0,1
1701,0,1,1,0
1702,0,1,1,0
1703,0,1,0,1
1704,0,1,0,1
1705,0,1,0,1
1706,0,1,1,0
1707,0,1,0,1
1708,0,1,1,0
1709,0,1,1,0
1710,0,1,1,0
1711,0,1,0,1
1712,0,1,1,0
1713,0,1,0,1
1714,0,1,0,1
1715,0,1,1,0
1716,0,1,1,0
1717,0,1,1,0
1718,0,1,0,1
1719,0,1,1,0
1720,0,1,1,0
1721,0,1,1,0
1722,0,1,0,1
1723,0,1,1,0
1724,0,1,1,0
1725,0,1,0,1
1726,0,1,0,1
1727,0,1,0,1
1728,0,1,1,0
1729,0,1,0,1
1730,0,1,0,1
1731,0,1,0,1
1732,0,1,1,0
1733,0,1,1,0
1734,0,1,0,1
1735,0,1,1,0
1736,1,0,0,1
1737,1,0,0,1
1738,0,1,0,1
1739,1,0,1,0
1740,1,0,1,0
1741,1,0,1,0
1742,1,0,0,1
1743,0,1,0,1
1744,0,1,0,1
1745,1,0,1,0
1746,1,0,0,1
1747,1,0,1,0
1748,1,0,1,0
1749,0,1,0,1
1750,0,1,0,1
1751,1,0,1,0
1752,1,0,0,1
1753,0,1,0,1
1754,1,0,0,1
1755,1,0,0,1
1756,1,0,1,0
1757,0,1,1,0
1758,1,0,1,0
1759,0,1,1,0
1760,0,1,0,1
1761,1,0,0,1
1762,0,1,0,1
1763,0,1,0,1
1764,0,1,0,1
1765,0,1,0,1
1766,0,1,1,0
1767,0,1,1,0
1768,0,1,0,1
1769,0,1,0,1
1770,0,1,0,1
1771,0,1,0,1
1772,0,1,1,0
1773,0,1,1,0
1774,0,1,1,0
1775,0,1,0,1
1776,0,1,0,1
1777,1,0,0,1
1778,0,1,0,1
1779,0,1,1,0
1780,0,1,1,0
1781,0,1,1,0
1782,0,1,1,0
1783,0,1,1,0
1784,0,1,0,1
1785,0,1,1,0
1786,0,1,1,0
1787,0,1,1,0
1788,0,1,0,1
1789,0,1,0,1
1790,0,1,1,0
1791,0,1,1,0
1792,0,1,1,0
1793,0,1,1,0
1794,0,1,0,1
1795,0,1,1,0
1796,0,1,0,1
1797,0,1,0,1
1798,0,1,0,1
1799,0,1,1,0
1800,0,1,0,1
1801,1,0,1,0
1802,0,1,1,0
1803,0,1,0,1
1804,0,1,1,0
1805,0,1,0,1
1806,0,1,1,0
1807,1,0,0,1
1808,0,1,0,1
1809,1,0,0,1
1810,0,1,0,1
1811,0,1,1,0
1812,0,1,0,1
1813,0,1,0,1
1814,0,1,0,1
1815,1,0,1,0
1816,0,1,1,0
1817,0,1,1,0
1818,0,1,0,1
1819,0,1,0,1
1820,0,1,1,0
1821,0,1,1,0
1822,0,1,0,1
1823,0,1,0,1
1824,0,1,0,1
1825,0,1,1,0
1826,0,1,1,0
1827,0,1,0,1
1828,0,1,1,0
1829,0,1,1,0
1830,0,1,1,0
1831,0,1,1,0
1832,0,1,1,0
1833,0,1,0,1
1834,0,1,0,1
1835,1,0,0,1
1836,0,1,1,0
1837,0,1,0,1
1838,1,0,0,1
1839,0,1,0,1
1840,0,1,1,0
1841,0,1,0,1
1842,1,0,0,1
1843,0,1,1,0
1844,0,1,0,1
1845,0,1,0,1
1846,0,1,0,1
1847,0,1,0,1
1848,0,1,1,0
1849,0,1,0,1
1850,1,0,0,1
1851,0,1,1,0
1852,0,1,0,1
1853,0,1,0,1
1854,0,1,0,1
1855,0,1,1,0
1856,0,1,0,1
1857,0,1,0,1
1858,0,1,0,1
1859,0,1,0,1
1860,0,1,1,0
1861,0,1,0,1
1862,0,1,0,1
1863,0,1,1,0
1864,0,1,0,1
1865,0,1,1,0
1866,0,1,0,1
1867,0,1,1,0
1868,0,1,1,0
1869,0,1,0,1
1870,0,1,0,1
1871,0,1,0,1
1872,0,1,0,1
1873,0,1,0,1
1874,0,1,1,0
1875,0,1,1,0
1876,0,1,1,0
1877,0,1,0,1
1878,0,1,0,1
1879,0,1,1,0
1880,0,1,1,0
1881,0,1,1,0
1882,0,1,0,1
1883,0,1,0,1
1884,0,1,1,0
1885,0,1,0,1
1886,1,0,1,0
1887,0,1,0,1
1888,0,1,0,1
1889,0,1,1,0
1890,0,1,1,0
1891,1,0,1,0
1892,0,1,1,0
1893,1,0,0,1
1894,0,1,0,1
1895,0,1,0,1
1896,0,1,0,1
1897,0,1,0,1
1898,0,1,0,1
1899,1,0,1,0
1900,0,1,0,1
1901,0,1,0,1
1902,1,0,0,1
1903,0,1,1,0
1904,0,1,0,1
1905,0,1,1,0
1906,0,1,1,0
1907,0,1,1,0
1908,0,1,0,1
1909,0,1,1,0
1910,0,1,0,1
1911,0,1,0,1
1912,0,1,1,0
1913,1,0,0,1
1914,0,1,0,1
1915,0,1,0,1
1916,0,1,1,0
1917,0,1,0,1
1918,1,0,0,1
1919,0,1,0,1
1920,0,1,0,1
1921,0,1,1,0
1922,1,0,0,1
1923,0,1,0,1
1924,0,1,0,1
1925,0,1,1,0
1926,0,1,1,0
1927,0,1,1,0
1928,0,1,1,0
1929,0,1,0,1
1930,0,1,1,0
1931,0,1,0,1
1932,0,1,1,0
1933,0,1,0,1
1934,0,1,1,0
1935,0,1,1,0
1936,0,1,1,0
1937,0,1,0,1
1938,0,1,1,0
1939,0,1,0,1
1940,0,1,0,1
1941,0,1,1,0
1942,0,1,0,1
1943,0,1,0,1
1944,0,1,1,0
1945,0,1,0,1
1946,0,1,0,1
1947,0,1,0,1
1948,0,1,0,1
1949,0,1,1,0
1950,0,1,1,0
1951,0,1,1,0
1952,0,1,1,0
1953,0,1,0,1
1954,0,1,0,1
1955,0,1,1,0
1956,0,1,0,1
1957,0,1,1,0
1958,0,1,0,1
1959,0,1,1,0
1960,0,1,0,1
1961,0,1,1,0
1962,0,1,1,0
1963,0,1,0,1
1964,0,1,1,0
1965,0,1,0,1
1966,0,1,0,1
1967,0,1,0,1
1968,0,1,1,0
1969,0,1,0,1
1970,0,1,1,0
1971,0,1,0,1
1972,0,1,0,1
1973,0,1,1,0
1974,0,1,0,1
1975,0,1,1,0
1976,1,0,1,0
1977,0,1,0,1
1978,1,0,0,1
1979,1,0,0,1
1980,0,1,0,1
1981,0,1,1,0
1982,0,1,0,1
1983,0,1,0,1
1984,0,1,0,1
1985,1,0,0,1
1986,0,1,1,0
1987,0,1,1,0
1988,1,0,0,1
1989,0,1,1,0
1990,0,1,0,1
1991,1,0,0,1
1992,0,1,0,1
1993,0,1,1,0
1994,0,1,0,1
1995,1,0,0,1
1996,1,0,1,0
1997,0,1,1,0
1998,0,1,0,1
1999,0,1,1,0
2000,0,1,1,0
2001,0,1,0,1
2002,0,1,0,1
2003,0,1,0,1
2004,0,1,0,1
2005,0,1,0,1
2006,0,1,0,1
2007,0,1,0,1
2008,0,1,1,0
2009,0,1,1,0
2010,0,1,0,1
2011,0,1,0,1
2012,0,1,0,1
2013,0,1,0,1
2014,0,1,0,1
2015,0,1,0,1
2016,1,0,0,1
2017,0,1,1,0
2018,0,1,0,1
2019,1,0,1,0
2020,0,1,1,0
2021,0,1,0,1
2022,0,1,1,0
2023,0,1,1,0
2024,0,1,0,1
2025,0,1,1,0
2026,0,1,1,0
2027,0,1,0,1
2028,0,1,0,1
2029,0,1,1,0
2030,0,1,0,1
2031,0,1,1,0
2032,0,1,0,1
2033,0,1,0,1
2034,0,1,1,0
2035,0,1,0,1
2036,0,1,0,1
2037,0,1,1,0
2038,0,1,0,1
2039,0,1,0,1
2040,0,1,0,1
2041,0,1,1,0
2042,0,1,0,1
2043,0,1,0,1
2044,0,1,1,0
2045,0,1,0,1
2046,0,1,0,1
2047,1,0,1,0
2048,1,0,1,0
2049,1,0,1,0
2050,1,0,0,1
2051,0,1,1,0
2052,0,1,1,0
2053,0,1,1,0
2054,1,0,1,0
2055,0,1,0,1
2056,0,1,0,1
2057,0,1,0,1
2058,1,0,0,1
2059,0,1,0,1
2060,0,1,0,1
2061,0,1,1,0
2062,0,1,0,1
2063,1,0,1,0
2064,0,1,1,0
2065,1,0,0,1
2066,0,1,1,0
2067,0,1,1,0
2068,0,1,0,1
2069,0,1,0,1
2070,0,1,0,1
2071,1,0,1,0
2072,1,0,1,0
2073,0,1,1,0
2074,0,1,0,1
2075,0,1,1,0
2076,0,1,1,0
2077,0,1,1,0
2078,0,1,1,0
2079,0,1,1,0
2080,0,1,1,0
2081,0,1,0,1
2082,1,0,0,1
2083,0,1,0,1
2084,0,1,1,0
2085,0,1,1,0
2086,0,1,1,0
2087,0,1,1,0
2088,1,0,1,0
2089,0,1,0,1
2090,0,1,1,0
2091,0,1,1,0
2092,0,1,0,1
2093,0,1,0,1
2094,0,1,0,1
2095,0,1,0,1
2096,0,1,0,1
2097,0,1,0,1
2098,0,1,1,0
2099,0,1,1,0
2100,0,1,0,1
2101,0,1,1,0
2102,0,1,0,1
2103,0,1,0,1
2104,0,1,0,1
2105,0,1,1,0
2106,0,1,0,1
2107,0,1,0,1
2108,0,1,1,0
2109,0,1,1,0
2110,0,1,0,1
2111,0,1,1,0
2112,0,1,1,0
2113,0,1,1,0
2114,0,1,0,1
2115,0,1,0,1
2116,0,1,1,0
2117,1,0,0,1
2118,0,1,0,1
2119,0,1,1,0
2120,0,1,1,0
2121,0,1,1,0
2122,0,1,1,0
2123,0,1,1,0
2124,0,1,0,1
2125,0,1,1,0
2126,0,1,1,0
2127,0,1,0,1
2128,0,1,1,0
2129,1,0,0,1
2130,1,0,0,1
2131,0,1,1,0
2132,0,1,1,0
2133,0,1,0,1
2134,0,1,1,0
2135,0,1,0,1
2136,0,1,0,1
2137,0,1,1,0
2138,0,1,0,1
2139,0,1,0,1
2140,1,0,1,0
2141,0,1,1,0
2142,0,1,1,0
2143,0,1,1,0
2144,0,1,0,1
2145,0,1,1,0
2146,0,1,1,0
2147,1,0,0,1
2148,0,1,1,0
2149,0,1,0,1
2150,0,1,0,1
2151,0,1,0,1
2152,0,1,0,1
2153,0,1,1,0
2154,0,1,1,0
2155,0,1,0,1
2156,0,1,0,1
2157,0,1,1,0
2158,0,1,1,0
2159,0,1,0,1
2160,0,1,0,1
2161,0,1,0,1
2162,0,1,1,0
2163,0,1,0,1
2164,0,1,1,0
2165,0,1,0,1
2166,0,1,0,1
2167,0,1,0,1
2168,0,1,0,1
2169,0,1,1,0
2170,0,1,0,1
2171,0,1,0,1
2172,0,1,1,0
2173,0,1,1,0
2174,0,1,1,0
2175,0,1,1,0
2176,0,1,0,1
2177,0,1,0,1
2178,0,1,0,1
2179,0,1,0,1
2180,0,1,0,1
2181,0,1,1,0
2182,0,1,1,0
2183,0,1,0,1
2184,0,1,0,1
2185,0,1,0,1
2186,0,1,0,1
2187,0,1,0,1
2188,0,1,0,1
2189,1,0,1,0
2190,0,1,0,1
2191,0,1,1,0
2192,1,0,0,1
2193,0,1,0,1
2194,0,1,1,0
2195,0,1,0,1
2196,0,1,1,0
2197,0,1,0,1
2198,0,1,0,1
2199,0,1,0,1
2200,0,1,1,0
2201,0,1,1,0
2202,0,1,0,1
2203,0,1,1,0
2204,0,1,0,1
2205,0,1,0,1
2206,0,1,0,1
2207,0,1,0,1
2208,0,1,1,0
2209,0,1,0,1
2210,0,1,0,1
2211,1,0,1,0
2212,0,1,0,1
2213,0,1,0,1
2214,0,1,1,0
2215,0,1,0,1
2216,0,1,1,0
2217,0,1,1,0
2218,0,1,0,1
2219,0,1,1,0
2220,0,1,0,1
2221,0,1,1,0
2222,0,1,0,1
2223,0,1,0,1
2224,0,1,0,1
2225,0,1,0,1
2226,0,1,1,0
2227,0,1,1,0
2228,0,1,1,0
2229,0,1,1,0
2230,0,1,0,1
2231,0,1,1,0
2232,0,1,0,1
2233,0,1,1,0
2234,0,1,0,1
2235,0,1,0,1
2236,0,1,1,0
2237,0,1,1,0
2238,0,1,0,1
2239,0,1,0,1
2240,0,1,1,0
2241,0,1,0,1
2242,0,1,0,1
2243,0,1,0,1
2244,0,1,1,0
2245,0,1,0,1
2246,0,1,1,0
2247,0,1,1,0
2248,0,1,1,0
2249,0,1,1,0
2250,0,1,0,1
2251,0,1,1,0
2252,0,1,0,1
2253,0,1,0,1
2254,0,1,1,0
2255,0,1,0,1
2256,0,1,0,1
2257,0,1,1,0
2258,0,1,0,1
2259,0,1,0,1
2260,0,1,1,0
2261,1,0,1,0
2262,0,1,0,1
2263,0,1,1,0
2264,0,1,0,1
2265,0,1,1,0
2266,0,1,1,0
2267,0,1,1,0
2268,0,1,1,0
2269,0,1,1,0
2270,0,1,0,1
2271,0,1,0,1
2272,0,1,0,1
2273,0,1,0,1
2274,0,1,1,0
2275,0,1,0,1
2276,0,1,0,1
2277,0,1,1,0
2278,0,1,1,0
2279,0,1,1,0
2280,0,1,0,1
2281,0,1,0,1
2282,0,1,0,1
2283,0,1,1,0
2284,0,1,0,1
2285,0,1,1,0
2286,0,1,1,0
2287,0,1,0,1
2288,0,1,1,0
2289,0,1,1,0
2290,0,1,0,1
2291,0,1,0,1
2292,0,1,0,1
2293,0,1,0,1
2294,0,1,0,1
2295,0,1,1,0
2296,0,1,1,0
2297,0,1,1,0
2298,0,1,0,1
2299,1,0,0,1
2300,0,1,1,0
2301,0,1,1,0
2302,0,1,1,0
2303,0,1,0,1
2304,0,1,0,1
2305,0,1,1,0
2306,1,0,0,1
2307,0,1,0,1
2308,0,1,0,1
2309,0,1,1,0
2310,0,1,0,1
2311,0,1,0,1
2312,0,1,1,0
2313,0,1,1,0
2314,0,1,1,0
2315,0,1,0,1
2316,0,1,0,1
2317,0,1,1,0
2318,0,1,0,1
2319,0,1,0,1
2320,0,1,0,1
2321,1,0,0,1
2322,0,1,0,1
2323,0,1,1,0
2324,0,1,1,0
2325,0,1,0,1
2326,0,1,1,0
2327,0,1,0,1
2328,0,1,0,1
2329,0,1,0,1
2330,0,1,0,1
2331,0,1,0,1
2332,0,1,0,1
2333,0,1,1,0
2334,0,1,1,0
2335,0,1,1,0
2336,0,1,1,0
2337,0,1,1,0
2338,0,1,0,1
2339,0,1,0,1
2340,0,1,0,1
2341,0,1,1,0
2342,0,1,0,1
2343,0,1,0,1
2344,0,1,0,1
2345,0,1,1,0
2346,1,0,0,1
2347,0,1,0,1
2348,0,1,1,0
2349,0,1,1,0
2350,0,1,0,1
2351,1,0,1,0
2352,0,1,0,1
2353,0,1,0,1
2354,0,1,1,0
2355,0,1,0,1
2356,1,0,1,0
2357,0,1,0,1
2358,0,1,1,0
2359,0,1,0,1
2360,0,1,0,1
2361,0,1,1,0
2362,0,1,0,1
2363,0,1,1,0
2364,0,1,0,1
2365,1,0,0,1
2366,0,1,0,1
2367,0,1,1,0
2368,1,0,0,1
2369,0,1,0,1
2370,0,1,0,1
2371,1,0,0,1
2372,0,1,0,1
2373,0,1,1,0
2374,0,1,1,0
2375,0,1,0,1
2376,0,1,1,0
2377,0,1,1,0
2378,0,1,1,0
2379,0,1,1,0
2380,0,1,1,0
2381,0,1,0,1
2382,0,1,1,0
2383,0,1,0,1
2384,0,1,1,0
2385,0,1,1,0
2386,0,1,0,1
2387,0,1,1,0
2388,0,1,1,0
2389,0,1,0,1
2390,0,1,0,1
2391,0,1,0,1
2392,0,1,1,0
2393,0,1,1,0
2394,0,1,1,0
2395,1,0,1,0
2396,0,1,0,1
2397,0,1,0,1
2398,0,1,0,1
2399,0,1,0,1
2400,0,1,1,0
2401,0,1,0,1
2402,0,1,1,0
2403,0,1,0,1
2404,0,1,0,1
2405,0,1,0,1
2406,0,1,0,1
2407,0,1,1,0
2408,0,1,0,1
2409,0,1,0,1
2410,0,1,0,1
2411,0,1,0,1
2412,0,1,1,0
2413,0,1,0,1
2414,0,1,0,1
2415,0,1,0,1
2416,0,1,0,1
2417,0,1,0,1
2418,0,1,0,1
2419,0,1,0,1
2420,1,0,0,1
2421,0,1,0,1
2422,0,1,0,1
2423,0,1,1,0
2424,0,1,0,1
2425,0,1,0,1
2426,0,1,1,0
2427,0,1,0,1
2428,0,1,1,0
2429,0,1,0,1
2430,0,1,1,0
2431,0,1,1,0
2432,0,1,1,0
2433,0,1,1,0
2434,0,1,1,0
2435,0,1,1,0
2436,0,1,1,0
2437,0,1,0,1
2438,1,0,1,0
2439,0,1,0,1
2440,0,1,1,0
2441,0,1,0,1
2442,0,1,1,0
2443,0,1,0,1
2444,0,1,0,1
2445,0,1,0,1
2446,0,1,0,1
2447,0,1,1,0
2448,0,1,0,1
2449,0,1,0,1
2450,0,1,0,1
2451,0,1,1,0
2452,0,1,1,0
2453,0,1,0,1
2454,0,1,1,0
2455,0,1,0,1
2456,0,1,0,1
2457,0,1,1,0
2458,1,0,1,0
2459,0,1,1,0
2460,0,1,1,0
2461,0,1,1,0
2462,0,1,0,1
2463,0,1,1,0
2464,0,1,0,1
2465,1,0,0,1
2466,0,1,1,0
2467,0,1,1,0
2468,0,1,1,0
2469,0,1,0,1
2470,0,1,0,1
2471,0,1,1,0
2472,0,1,1,0
2473,0,1,1,0
2474,0,1,1,0
2475,0,1,0,1
2476,0,1,1,0
2477,0,1,1,0
2478,0,1,0,1
2479,0,1,0,1
2480,0,1,0,1
2481,1,0,1,0
2482,0,1,1,0
2483,0,1,0,1
2484,1,0,1,0
2485,0,1,1,0
2486,0,1,0,1
2487,0,1,0,1
2488,0,1,0,1
2489,0,1,1,0
2490,0,1,0,1
2491,0,1,1,0
2492,0,1,1,0
2493,0,1,1,0
2494,0,1,1,0
2495,0,1,1,0
2496,0,1,1,0
2497,0,1,0,1
2498,0,1,1,0
2499,0,1,0,1
2500,0,1,1,0
2501,0,1,0,1
2502,0,1,0,1
2503,0,1,0,1
2504,0,1,0,1
2505,0,1,0,1
2506,0,1,1,0
2507,0,1,0,1
2508,0,1,1,0
2509,0,1,1,0
2510,0,1,0,1
2511,1,0,0,1
2512,0,1,0,1
2513,0,1,0,1
2514,0,1,0,1
2515,0,1,0,1
2516,0,1,1,0
2517,0,1,1,0
2518,0,1,0,1
2519,0,1,0,1
2520,0,1,0,1
2521,0,1,1,0
2522,0,1,1,0
2523,0,1,1,0
2524,0,1,0,1
2525,0,1,1,0
2526,0,1,0,1
2527,0,1,1,0
2528,0,1,0,1
2529,0,1,0,1
2530,0,1,1,0
2531,0,1,0,1
2532,0,1,0,1
2533,0,1,0,1
2534,0,1,1,0
2535,0,1,0,1
2536,0,1,0,1
2537,0,1,0,1
2538,0,1,1,0
2539,0,1,0,1
2540,0,1,1,0
2541,0,1,1,0
2542,0,1,0,1
2543,0,1,0,1
2544,0,1,0,1
2545,0,1,1,0
2546,0,1,0,1
2547,0,1,1,0
2548,0,1,0,1
2549,0,1,1,0
2550,0,1,1,0
2551,0,1,1,0
2552,0,1,0,1
2553,0,1,0,1
2554,1,0,0,1
2555,0,1,0,1
2556,0,1,0,1
2557,0,1,1,0
2558,0,1,1,0
2559,0,1,0,1
2560,0,1,0,1
2561,0,1,1,0
2562,1,0,1,0
2563,0,1,0,1
2564,0,1,0,1
2565,0,1,1,0
2566,0,1,1,0
2567,0,1,1,0
2568,0,1,0,1
2569,0,1,0,1
2570,0,1,1,0
2571,0,1,0,1
2572,0,1,0,1
2573,0,1,1,0
2574,0,1,1,0
2575,0,1,0,1
2576,0,1,0,1
2577,0,1,0,1
2578,1,0,0,1
2579,0,1,1,0
2580,0,1,0,1
2581,0,1,1,0
2582,0,1,1,0
2583,0,1,0,1
2584,0,1,1,0
2585,1,0,0,1
2586,0,1,0,1
2587,0,1,0,1
2588,0,1,0,1
2589,0,1,1,0
2590,0,1,1,0
2591,0,1,1,0
2592,0,1,0,1
2593,0,1,1,0
2594,0,1,0,1
2595,0,1,0,1
2596,0,1,0,1
2597,0,1,0,1
2598,0,1,0,1
2599,0,1,0,1
2600,0,1,1,0
2601,0,1,0,1
2602,0,1,0,1
2603,0,1,0,1
2604,0,1,1,0
2605,0,1,0,1
2606,0,1,0,1
2607,0,1,1,0
2608,0,1,1,0
2609,0,1,0,1
2610,0,1,0,1
2611,0,1,1,0
2612,0,1,0,1
2613,1,0,0,1
2614,1,0,0,1
2615,0,1,0,1
2616,0,1,0,1
2617,0,1,0,1
2618,0,1,1,0
2619,0,1,0,1
2620,0,1,0,1
2621,0,1,0,1
2622,0,1,1,0
2623,1,0,0,1
2624,0,1,1,0
2625,0,1,0,1
2626,0,1,0,1
2627,1,0,0,1
2628,0,1,1,0
2629,0,1,0,1
2630,1,0,0,1
2631,0,1,0,1
