4,faculty,student,senior,junior
1361,0,1,0,1
1362,0,1,1,0
1363,0,1,0,1
1364,0,1,0,1
1365,0,1,1,0
1366,0,1,0,1
1367,0,1,0,1
1368,0,1,0,1
1369,0,1,0,1
1370,0,1,0,1
1371,0,1,0,1
1372,0,1,0,1
1373,0,1,1,0
1374,0,1,1,0
1375,0,1,0,1
1376,0,1,0,1
1377,0,1,0,1
1378,0,1,0,1
1379,0,1,0,1
1380,0,1,0,1
1381,0,1,0,1
1382,0,1,0,1
1383,0,1,0,1
1384,0,1,0,1
1385,0,1,0,1
1386,0,1,0,1
1387,0,1,0,1
1388,0,1,0,1
1389,0,1,0,1
1390,0,1,0,1
1391,0,1,0,1
1392,0,1,0,1
1393,0,1,0,1
1394,0,1,0,1
1395,0,1,0,1
1396,0,1,0,1
1397,0,1,0,1
1398,0,1,0,1
1399,0,1,1,0
1400,0,1,0,1
1401,0,1,0,1
1402,0,1,0,1
1403,0,1,0,1
1404,0,1,0,1
1405,0,1,0,1
1406,0,1,0,1
1407,0,1,0,1
1408,0,1,0,1
1409,0,1,0,1
1410,0,1,0,1
1411,0,1,0,1
1412,0,1,1,0
1413,0,1,0,1
1414,0,1,0,1
1415,0,1,0,1
1416,0,1,0,1
1417,0,1,0,1
1418,0,1,0,1
1419,0,1,1,0
1420,0,1,0,1
1421,0,1,0,1
1422,0,1,0,1
1423,0,1,0,1
1424,0,1,0,1
1425,0,1,0,1
1426,0,1,0,1
1427,0,1,0,1
1428,0,1,0,1
1429,0,1,0,1
1430,0,1,0,1
1431,0,1,1,0
1432,0,1,1,0
1433,0,1,0,1
1434,0,1,0,1
1435,0,1,0,1
1436,0,1,0,1
1437,0,1,0,1
1438,0,1,0,1
1439,0,1,0,1
1440,0,1,1,0
1441,0,1,0,1
1442,0,1,0,1
1443,0,1,0,1
1444,0,1,0,1
1445,0,1,0,1
1446,0,1,0,1
1447,0,1,0,1
1448,0,1,0,1
1449,0,1,0,1
1450,0,1,0,1
1451,0,1,0,1
1452,0,1,0,1
1453,0,1,0,1
1454,0,1,0,1
1455,0,1,0,1
1456,0,1,0,1
1457,0,1,0,1
1458,0,1,0,1
1459,0,1,0,1
1460,0,1,0,1
1461,0,1,0,1
1462,0,1,0,1
1463,0,1,0,1
1464,0,1,0,1
1465,0,1,0,1
1466,0,1,0,1
1467,0,1,0,1
1468,0,1,0,1
1469,0,1,0,1
1470,0,1,0,1
1471,0,1,0,1
1472,0,1,0,1
1473,0,1,0,1
1474,0,1,0,1
1475,0,1,0,1
1476,0,1,0,1
1477,0,1,0,1
1478,0,1,0,1
1479,0,1,0,1
1480,0,1,1,0
1481,0,1,0,1
1482,0,1,0,1
1483,0,1,1,0
1484,0,1,0,1
1485,0,1,0,1
1486,0,1,0,1
1487,0,1,1,0
1488,0,1,0,1
1489,0,1,0,1
1490,0,1,1,0
1491,0,1,1,0
1492,0,1,0,1
1493,0,1,0,1
1494,0,1,0,1
1495,0,1,0,1
1496,0,1,0,1
1497,0,1,0,1
1498,0,1,1,0
1499,0,1,1,0
1500,1,0,1,0
1501,0,1,1,0
1502,0,1,0,1
1503,0,1,1,0
1504,0,1,0,1
1505,0,1,0,1
1506,1,0,1,0
1507,0,1,0,1
1508,0,1,0,1
1509,0,1,0,1
1510,0,1,0,1
1511,0,1,0,1
1512,1,0,1,0
1513,0,1,0,1
1514,0,1,0,1
1515,0,1,0,1
1516,0,1,0,1
1517,0,1,0,1
1518,0,1,0,1
1519,0,1,0,1
1520,0,1,0,1
1521,0,1,0,1
1522,0,1,1,0
1523,1,0,1,0
1524,0,1,0,1
1525,0,1,1,0
1526,0,1,0,1
1527,0,1,0,1
1528,0,1,1,0
1529,0,1,0,1
1530,0,1,1,0
1531,0,1,0,1
1532,0,1,1,0
1533,0,1,0,1
1534,0,1,0,1
1535,0,1,0,1
1536,0,1,0,1
1537,0,1,0,1
1538,0,1,0,1
1539,0,1,0,1
1540,0,1,0,1
1541,0,1,0,1
1542,0,1,0,1
1543,0,1,0,1
1544,0,1,0,1
1545,0,1,0,1
1546,0,1,0,1
1547,0,1,0,1
1548,0,1,0,1
1549,0,1,0,1
1550,0,1,0,1
1551,0,1,0,1
1552,1,0,1,0
1553,0,1,0,1
1554,0,1,0,1
1555,0,1,0,1
1556,0,1,0,1
1557,0,1,0,1
1558,0,1,0,1
1559,0,1,0,1
1560,0,1,0,1
1561,0,1,0,1
1562,0,1,0,1
1563,0,1,0,1
1564,0,1,1,0
1565,0,1,0,1
1566,0,1,0,1
1567,0,1,0,1
1568,0,1,1,0
1569,0,1,0,1
1570,0,1,0,1
1571,0,1,0,1
1572,0,1,1,0
1573,0,1,1,0
1574,0,1,0,1
1575,1,0,1,0
1576,0,1,0,1
1577,0,1,0,1
1578,0,1,1,0
1579,0,1,0,1
1580,0,1,0,1
1581,0,1,1,0
1582,0,1,0,1
1583,0,1,0,1
1584,0,1,0,1
1585,0,1,0,1
1586,0,1,0,1
1587,0,1,0,1
1588,0,1,1,0
1589,0,1,0,1
1590,0,1,0,1
1591,0,1,0,1
1592,0,1,1,0
1593,0,1,0,1
1594,0,1,0,1
1595,0,1,0,1
1596,0,1,0,1
1597,0,1,0,1
1598,0,1,1,0
1599,0,1,1,0
1600,0,1,0,1
1601,0,1,0,1
1602,0,1,0,1
1603,1,0,1,0
1604,0,1,0,1
1605,0,1,0,1
1606,0,1,0,1
1607,0,1,0,1
1608,0,1,0,1
1609,0,1,0,1
1610,0,1,0,1
1611,0,1,0,1
1612,0,1,0,1
1613,0,1,1,0
1614,0,1,1,0
1615,0,1,0,1
1616,0,1,0,1
1617,0,1,0,1
1618,0,1,0,1
1619,0,1,0,1
1620,0,1,0,1
1621,0,1,0,1
1622,0,1,0,1
1623,0,1,0,1
1624,0,1,0,1
1625,0,1,1,0
1626,0,1,0,1
1627,0,1,0,1
1628,0,1,0,1
1629,0,1,0,1
1630,0,1,0,1
1631,0,1,0,1
1632,0,1,0,1
1633,0,1,0,1
1634,0,1,0,1
1635,0,1,0,1
1636,0,1,0,1
1637,0,1,0,1
1638,0,1,0,1
1639,0,1,0,1
1640,0,1,0,1
1641,0,1,1,0
1642,0,1,0,1
1643,0,1,0,1
1644,0,1,0,1
1645,0,1,0,1
1646,0,1,0,1
1647,0,1,0,1
1648,0,1,1,0
1649,0,1,0,1
1650,0,1,0,1
1651,0,1,0,1
1652,0,1,0,1
1653,0,1,0,1
1654,0,1,0,1
1655,0,1,0,1
1656,0,1,0,1
1657,0,1,0,1
1658,0,1,0,1
1659,0,1,0,1
1660,0,1,0,1
1661,0,1,0,1
1662,0,1,0,1
1663,0,1,0,1
1664,0,1,0,1
1665,0,1,0,1
1666,0,1,0,1
1667,0,1,0,1
1668,0,1,0,1
1669,0,1,0,1
1670,0,1,0,1
1671,0,1,1,0
1672,0,1,0,1
1673,0,1,0,1
1674,0,1,0,1
1675,0,1,0,1
1676,0,1,0,1
1677,0,1,0,1
1678,0,1,1,0
1679,0,1,0,1
1680,0,1,0,1
1681,0,1,0,1
1682,0,1,0,1
1683,0,1,0,1
1684,0,1,0,1
1685,0,1,1,0
1686,0,1,0,1
1687,0,1,0,1
1688,0,1,0,1
1689,0,1,0,1
1690,0,1,0,1
1691,0,1,0,1
1692,0,1,0,1
1693,0,1,1,0
1694,0,1,0,1
1695,0,1,0,1
1696,0,1,0,1
1697,0,1,0,1
1698,0,1,0,1
1699,0,1,0,1
1700,0,1,0,1
1701,0,1,0,1
1702,0,1,0,1
1703,0,1,0,1
1704,0,1,0,1
1705,0,1,0,1
1706,0,1,0,1
1707,0,1,0,1
1708,0,1,0,1
1709,0,1,0,1
1710,0,1,1,0
1711,0,1,0,1
1712,0,1,0,1
1713,0,1,0,1
1714,0,1,0,1
1715,0,1,0,1
1716,0,1,0,1
1717,0,1,0,1
1718,0,1,1,0
1719,0,1,0,1
1720,0,1,0,1
1721,0,1,0,1
1722,0,1,0,1
1723,0,1,0,1
1724,0,1,0,1
1725,0,1,0,1
1726,0,1,0,1
1727,0,1,0,1
1728,0,1,0,1
1729,0,1,0,1
1730,0,1,0,1
1731,0,1,0,1
1732,0,1,1,0
1733,0,1,0,1
1734,0,1,0,1
1735,0,1,0,1
1736,0,1,1,0
1737,0,1,0,1
1738,0,1,0,1
1739,0,1,0,1
1740,0,1,0,1
1741,0,1,0,1
1742,0,1,0,1
1743,0,1,0,1
1744,0,1,0,1
1745,0,1,0,1
1746,0,1,0,1
1747,0,1,0,1
1748,1,0,1,0
1749,0,1,0,1
1750,0,1,0,1
1751,0,1,0,1
1752,0,1,0,1
1753,0,1,0,1
1754,0,1,0,1
1755,0,1,0,1
1756,0,1,0,1
1757,0,1,0,1
1758,0,1,0,1
1759,0,1,0,1
1760,0,1,0,1
1761,0,1,0,1
1762,0,1,0,1
1763,0,1,0,1
1764,0,1,1,0
1765,0,1,1,0
1766,0,1,0,1
1767,0,1,0,1
1768,0,1,0,1
1769,0,1,0,1
1770,0,1,0,1
1771,0,1,0,1
1772,0,1,0,1
1773,0,1,0,1
1774,0,1,0,1
1775,0,1,0,1
1776,0,1,0,1
1777,0,1,0,1
1778,0,1,0,1
1779,0,1,0,1
1780,0,1,0,1
1781,0,1,0,1
1782,0,1,0,1
1783,0,1,0,1
1784,0,1,0,1
1785,0,1,0,1
1786,0,1,0,1
1787,0,1,0,1
1788,0,1,0,1
1789,0,1,0,1
1790,0,1,0,1
1791,0,1,0,1
1792,0,1,0,1
1793,0,1,0,1
1794,0,1,0,1
1795,0,1,0,1
1796,0,1,1,0
1797,0,1,0,1
1798,0,1,0,1
1799,0,1,1,0
1800,0,1,0,1
1801,0,1,0,1
1802,0,1,0,1
1803,0,1,0,1
1804,0,1,0,1
1805,0,1,0,1
1806,0,1,0,1
1807,0,1,0,1
1808,0,1,1,0
1809,0,1,0,1
1810,0,1,0,1
1811,0,1,0,1
1812,0,1,1,0
1813,0,1,0,1
1814,0,1,0,1
1815,0,1,0,1
1816,0,1,0,1
1817,0,1,0,1
1818,0,1,1,0
1819,0,1,0,1
1820,0,1,0,1
1821,0,1,0,1
1822,0,1,0,1
1823,0,1,0,1
1824,0,1,0,1
1825,0,1,0,1
1826,0,1,1,0
1827,0,1,0,1
1828,0,1,0,1
1829,0,1,0,1
1830,0,1,0,1
1831,0,1,0,1
1832,0,1,1,0
1833,0,1,0,1
1834,0,1,0,1
1835,0,1,0,1
1836,0,1,0,1
1837,0,1,0,1
1838,0,1,0,1
1839,0,1,0,1
1840,0,1,0,1
1841,0,1,0,1
1842,0,1,0,1
1843,0,1,0,1
1844,0,1,0,1
1845,0,1,0,1
1846,0,1,0,1
1847,0,1,0,1
1848,0,1,0,1
1849,0,1,0,1
1850,0,1,0,1
1851,0,1,0,1
1852,0,1,0,1
1853,0,1,0,1
1854,0,1,0,1
1855,0,1,0,1
1856,0,1,0,1
1857,0,1,0,1
1858,0,1,0,1
1859,0,1,0,1
1860,0,1,1,0
1861,0,1,0,1
1862,0,1,0,1
1863,0,1,0,1
1864,0,1,0,1
1865,0,1,0,1
1866,0,1,0,1
1867,0,1,0,1
1868,0,1,0,1
1869,0,1,0,1
1870,0,1,0,1
1871,0,1,0,1
1872,0,1,0,1
1873,0,1,0,1
1874,0,1,0,1
1875,0,1,1,0
1876,0,1,1,0
1877,0,1,0,1
1878,0,1,1,0
1879,1,0,1,0
1880,0,1,0,1
1881,0,1,0,1
1882,0,1,1,0
1883,0,1,0,1
1884,0,1,1,0
1885,0,1,0,1
1886,0,1,0,1
1887,1,0,1,0
1888,0,1,0,1
1889,0,1,0,1
1890,0,1,1,0
1891,0,1,0,1
1892,0,1,0,1
1893,0,1,0,1
1894,0,1,0,1
1895,1,0,0,1
1896,0,1,0,1
1897,0,1,0,1
1898,0,1,1,0
1899,0,1,1,0
1900,0,1,1,0
1901,0,1,0,1
1902,0,1,0,1
1903,0,1,0,1
1904,0,1,0,1
1905,0,1,0,1
1906,0,1,0,1
1907,0,1,0,1
1908,0,1,0,1
1909,0,1,0,1
1910,0,1,0,1
1911,0,1,0,1
1912,0,1,0,1
1913,0,1,0,1
1914,1,0,1,0
1915,0,1,0,1
1916,0,1,1,0
1917,0,1,0,1
1918,0,1,0,1
1919,0,1,1,0
1920,0,1,0,1
1921,0,1,0,1
1922,0,1,0,1
1923,0,1,0,1
1924,0,1,0,1
1925,0,1,1,0
1926,0,1,0,1
1927,0,1,0,1
1928,0,1,1,0
1929,0,1,0,1
1930,0,1,1,0
1931,0,1,0,1
1932,0,1,0,1
1933,0,1,0,1
1934,0,1,0,1
1935,0,1,0,1
1936,0,1,0,1
1937,0,1,1,0
1938,0,1,0,1
1939,1,0,1,0
1940,0,1,0,1
1941,0,1,0,1
1942,0,1,0,1
1943,0,1,0,1
1944,0,1,0,1
1945,0,1,0,1
1946,0,1,0,1
1947,0,1,0,1
1948,0,1,0,1
1949,0,1,0,1
1950,0,1,0,1
1951,0,1,0,1
1952,0,1,0,1
1953,0,1,0,1
1954,0,1,0,1
1955,0,1,0,1
1956,0,1,1,0
1957,0,1,0,1
1958,0,1,0,1
1959,0,1,0,1
1960,0,1,0,1
1961,0,1,0,1
1962,0,1,0,1
1963,0,1,0,1
1964,0,1,0,1
1965,0,1,0,1
1966,0,1,0,1
1967,0,1,0,1
1968,0,1,0,1
1969,0,1,0,1
1970,0,1,0,1
1971,0,1,0,1
1972,0,1,0,1
1973,0,1,0,1
1974,0,1,0,1
1975,0,1,0,1
1976,0,1,0,1
1977,0,1,0,1
1978,0,1,0,1
1979,0,1,1,0
1980,0,1,0,1
1981,0,1,1,0
1982,0,1,1,0
1983,0,1,0,1
1984,0,1,0,1
1985,1,0,1,0
1986,0,1,0,1
1987,0,1,0,1
1988,0,1,0,1
1989,0,1,0,1
1990,0,1,0,1
1991,0,1,0,1
1992,0,1,0,1
1993,0,1,0,1
1994,0,1,0,1
1995,0,1,1,0
1996,0,1,0,1
1997,0,1,0,1
1998,0,1,0,1
1999,0,1,0,1
2000,0,1,0,1
2001,0,1,0,1
2002,0,1,0,1
2003,0,1,0,1
2004,0,1,0,1
2005,0,1,0,1
2006,0,1,0,1
2007,0,1,0,1
2008,0,1,0,1
2009,0,1,0,1
2010,0,1,1,0
2011,0,1,0,1
2012,0,1,0,1
2013,0,1,0,1
2014,0,1,0,1
2015,0,1,0,1
2016,0,1,0,1
2017,0,1,0,1
2018,0,1,0,1
2019,0,1,0,1
2020,0,1,0,1
2021,0,1,0,1
2022,0,1,0,1
2023,0,1,0,1
2024,0,1,0,1
2025,0,1,0,1
2026,0,1,0,1
2027,0,1,0,1
2028,0,1,0,1
2029,0,1,0,1
2030,0,1,0,1
2031,0,1,0,1
2032,0,1,0,1
2033,0,1,0,1
2034,0,1,0,1
2035,0,1,0,1
2036,0,1,0,1
2037,0,1,0,1
2038,0,1,0,1
2039,0,1,0,1
2040,0,1,0,1
2041,0,1,0,1
2042,0,1,0,1
2043,0,1,1,0
2044,0,1,1,0
2045,0,1,0,1
2046,0,1,1,0
2047,0,1,1,0
2048,0,1,1,0
2049,0,1,1,0
2050,0,1,0,1
2051,0,1,1,0
2052,0,1,1,0
2053,0,1,1,0
2054,1,0,1,0
2055,0,1,0,1
2056,0,1,0,1
2057,0,1,1,0
2058,0,1,1,0
2059,0,1,1,0
2060,0,1,0,1
2061,0,1,1,0
2062,0,1,1,0
2063,0,1,1,0
2064,1,0,1,0
2065,0,1,0,1
2066,0,1,1,0
2067,0,1,1,0
2068,0,1,1,0
2069,0,1,1,0
2070,1,0,1,0
2071,0,1,1,0
2072,0,1,1,0
2073,0,1,1,0
2074,0,1,1,0
2075,0,1,1,0
2076,0,1,1,0
2077,0,1,1,0
2078,1,0,1,0
2079,0,1,0,1
2080,0,1,1,0
2081,1,0,1,0
2082,0,1,1,0
2083,0,1,1,0
2084,0,1,1,0
2085,0,1,1,0
2086,0,1,1,0
2087,0,1,1,0
2088,0,1,1,0
2089,0,1,1,0
2090,0,1,1,0
2091,0,1,1,0
2092,1,0,1,0
2093,0,1,1,0
2094,0,1,1,0
2095,0,1,1,0
2096,0,1,1,0
2097,0,1,1,0
2098,0,1,1,0
2099,1,0,1,0
2100,0,1,1,0
2101,0,1,0,1
2102,0,1,1,0
2103,1,0,1,0
2104,0,1,0,1
2105,0,1,0,1
2106,0,1,1,0
2107,0,1,0,1
2108,0,1,1,0
2109,0,1,0,1
2110,0,1,0,1
2111,0,1,1,0
2112,0,1,0,1
2113,0,1,1,0
2114,0,1,1,0
2115,0,1,0,1
2116,0,1,0,1
2117,0,1,0,1
2118,0,1,0,1
2119,0,1,0,1
2120,0,1,0,1
2121,0,1,0,1
2122,0,1,1,0
2123,0,1,1,0
2124,0,1,0,1
2125,0,1,0,1
2126,0,1,0,1
2127,0,1,0,1
2128,0,1,0,1
2129,0,1,0,1
2130,0,1,0,1
2131,0,1,1,0
2132,0,1,0,1
2133,0,1,1,0
2134,0,1,0,1
2135,0,1,0,1
2136,0,1,0,1
2137,0,1,0,1
2138,0,1,0,1
2139,0,1,0,1
2140,0,1,0,1
2141,0,1,1,0
2142,1,0,1,0
2143,0,1,0,1
2144,0,1,0,1
2145,0,1,0,1
2146,0,1,1,0
2147,0,1,1,0
2148,0,1,0,1
2149,0,1,0,1
2150,0,1,0,1
2151,0,1,0,1
2152,0,1,1,0
2153,0,1,0,1
2154,0,1,0,1
2155,0,1,0,1
2156,0,1,0,1
2157,0,1,0,1
2158,0,1,0,1
2159,0,1,0,1
2160,0,1,0,1
2161,0,1,0,1
2162,0,1,0,1
2163,0,1,0,1
2164,0,1,0,1
2165,0,1,1,0
2166,0,1,0,1
2167,0,1,1,0
2168,0,1,1,0
2169,0,1,1,0
2170,0,1,0,1
2171,0,1,1,0
2172,0,1,0,1
2173,0,1,0,1
2174,0,1,1,0
2175,0,1,0,1
2176,0,1,0,1
2177,0,1,0,1
2178,0,1,0,1
2179,0,1,0,1
2180,0,1,1,0
2181,0,1,0,1
2182,0,1,0,1
2183,0,1,0,1
2184,0,1,1,0
2185,0,1,0,1
2186,0,1,1,0
2187,0,1,0,1
2188,0,1,0,1
2189,0,1,0,1
2190,0,1,0,1
2191,0,1,0,1
2192,0,1,0,1
2193,0,1,0,1
2194,0,1,0,1
2195,0,1,0,1
2196,0,1,0,1
2197,0,1,0,1
2198,0,1,0,1
2199,0,1,0,1
2200,0,1,0,1
2201,0,1,0,1
2202,0,1,0,1
2203,0,1,0,1
2204,0,1,0,1
2205,0,1,0,1
2206,0,1,0,1
2207,0,1,0,1
2208,0,1,0,1
2209,0,1,0,1
2210,0,1,0,1
2211,0,1,0,1
2212,0,1,0,1
2213,0,1,0,1
2214,0,1,0,1
2215,0,1,0,1
2216,0,1,0,1
2217,0,1,1,0
2218,0,1,0,1
2219,0,1,0,1
2220,0,1,0,1
2221,0,1,0,1
2222,0,1,0,1
2223,0,1,0,1
2224,0,1,0,1
2225,0,1,0,1
2226,0,1,1,0
2227,0,1,0,1
2228,0,1,0,1
2229,0,1,0,1
2230,0,1,0,1
2231,0,1,0,1
2232,0,1,1,0
2233,0,1,0,1
2234,0,1,0,1
2235,0,1,0,1
2236,0,1,0,1
2237,0,1,1,0
2238,0,1,0,1
2239,0,1,0,1
2240,0,1,0,1
2241,0,1,0,1
2242,0,1,1,0
2243,0,1,0,1
2244,0,1,0,1
2245,0,1,0,1
2246,0,1,0,1
2247,0,1,0,1
2248,0,1,0,1
2249,0,1,0,1
2250,0,1,0,1
2251,0,1,0,1
2252,0,1,0,1
2253,0,1,0,1
2254,0,1,0,1
2255,0,1,0,1
2256,0,1,0,1
2257,0,1,0,1
2258,0,1,0,1
2259,0,1,0,1
2260,0,1,0,1
2261,0,1,0,1
2262,0,1,0,1
2263,0,1,1,0
2264,0,1,0,1
2265,0,1,0,1
2266,0,1,0,1
2267,0,1,0,1
2268,0,1,0,1
2269,0,1,0,1
2270,0,1,0,1
2271,0,1,0,1
2272,0,1,0,1
2273,0,1,1,0
2274,0,1,0,1
2275,1,0,1,0
2276,0,1,0,1
2277,0,1,0,1
2278,0,1,0,1
2279,1,0,1,0
2280,0,1,0,1
2281,0,1,0,1
2282,0,1,0,1
2283,0,1,0,1
2284,1,0,1,0
2285,0,1,0,1
2286,0,1,0,1
2287,0,1,1,0
2288,0,1,0,1
2289,0,1,0,1
2290,0,1,0,1
2291,0,1,0,1
2292,0,1,0,1
2293,0,1,0,1
2294,0,1,0,1
2295,0,1,1,0
2296,0,1,0,1
2297,0,1,0,1
2298,0,1,1,0
2299,0,1,0,1
2300,0,1,0,1
2301,0,1,0,1
2302,0,1,0,1
2303,0,1,0,1
2304,0,1,1,0
2305,0,1,0,1
2306,0,1,1,0
2307,0,1,0,1
2308,0,1,0,1
2309,0,1,0,1
2310,0,1,0,1
2311,0,1,0,1
2312,0,1,0,1
2313,0,1,0,1
2314,0,1,0,1
2315,0,1,0,1
2316,0,1,0,1
2317,0,1,0,1
2318,0,1,0,1
2319,0,1,0,1
2320,0,1,0,1
2321,0,1,0,1
2322,0,1,1,0
2323,0,1,0,1
2324,0,1,0,1
2325,0,1,0,1
2326,0,1,0,1
2327,0,1,0,1
2328,0,1,1,0
2329,0,1,1,0
2330,0,1,0,1
2331,0,1,0,1
2332,0,1,0,1
2333,0,1,0,1
2334,0,1,0,1
2335,0,1,0,1
2336,1,0,1,0
2337,0,1,1,0
2338,0,1,1,0
2339,0,1,0,1
2340,0,1,0,1
2341,0,1,0,1
2342,0,1,0,1
2343,0,1,0,1
2344,0,1,0,1
2345,0,1,0,1
2346,0,1,0,1
2347,0,1,0,1
2348,0,1,0,1
2349,0,1,1,0
2350,0,1,0,1
2351,0,1,0,1
2352,0,1,1,0
2353,0,1,1,0
2354,0,1,0,1
2355,0,1,0,1
2356,0,1,0,1
2357,0,1,0,1
2358,0,1,0,1
2359,0,1,0,1
2360,0,1,0,1
2361,0,1,0,1
2362,0,1,0,1
2363,0,1,0,1
2364,0,1,0,1
2365,0,1,0,1
2366,0,1,0,1
2367,0,1,0,1
2368,0,1,0,1
2369,0,1,0,1
2370,0,1,0,1
2371,0,1,0,1
2372,0,1,0,1
2373,0,1,0,1
2374,0,1,1,0
2375,0,1,0,1
2376,0,1,0,1
2377,0,1,0,1
2378,0,1,0,1
2379,0,1,0,1
2380,0,1,0,1
2381,0,1,0,1
2382,0,1,0,1
2383,0,1,0,1
2384,0,1,0,1
2385,0,1,0,1
2386,0,1,0,1
2387,0,1,0,1
2388,0,1,0,1
2389,0,1,0,1
2390,0,1,0,1
2391,0,1,0,1
2392,0,1,1,0
2393,0,1,0,1
2394,0,1,0,1
2395,0,1,0,1
2396,0,1,0,1
2397,0,1,0,1
2398,0,1,0,1
2399,0,1,0,1
2400,0,1,0,1
2401,1,0,1,0
2402,0,1,0,1
2403,0,1,0,1
2404,0,1,1,0
2405,0,1,0,1
2406,0,1,0,1
2407,0,1,0,1
2408,0,1,0,1
2409,0,1,0,1
2410,0,1,0,1
2411,0,1,0,1
2412,0,1,0,1
2413,0,1,0,1
2414,0,1,0,1
2415,0,1,0,1
2416,0,1,1,0
2417,0,1,0,1
2418,0,1,0,1
2419,0,1,0,1
2420,0,1,0,1
2421,0,1,0,1
2422,0,1,0,1
2423,0,1,1,0
2424,0,1,0,1
2425,0,1,0,1
2426,0,1,0,1
2427,0,1,0,1
2428,0,1,0,1
2429,0,1,0,1
2430,0,1,1,0
2431,0,1,0,1
2432,0,1,0,1
2433,0,1,0,1
2434,0,1,0,1
2435,0,1,0,1
2436,0,1,0,1
2437,0,1,0,1
2438,0,1,0,1
2439,0,1,1,0
2440,0,1,0,1
2441,0,1,0,1
2442,0,1,0,1
2443,0,1,0,1
2444,0,1,0,1
2445,0,1,0,1
2446,0,1,0,1
2447,0,1,0,1
2448,0,1,0,1
2449,0,1,0,1
2450,0,1,0,1
2451,0,1,0,1
2452,0,1,0,1
2453,0,1,0,1
2454,0,1,0,1
2455,1,0,0,1
2456,0,1,0,1
2457,0,1,0,1
2458,1,0,1,0
2459,0,1,1,0
2460,0,1,0,1
2461,0,1,0,1
2462,0,1,1,0
2463,0,1,0,1
2464,0,1,0,1
2465,0,1,1,0
2466,0,1,0,1
2467,0,1,0,1
2468,0,1,0,1
2469,0,1,0,1
2470,0,1,0,1
2471,0,1,0,1
2472,1,0,0,1
2473,0,1,0,1
2474,0,1,0,1
2475,0,1,0,1
2476,0,1,1,0
2477,0,1,0,1
2478,0,1,0,1
2479,0,1,0,1
2480,0,1,0,1
2481,0,1,0,1
2482,0,1,0,1
2483,0,1,0,1
2484,0,1,0,1
2485,0,1,0,1
2486,0,1,0,1
2487,0,1,0,1
2488,0,1,0,1
2489,0,1,0,1
2490,0,1,0,1
2491,0,1,1,0
2492,0,1,0,1
2493,0,1,0,1
2494,0,1,0,1
2495,0,1,0,1
2496,0,1,0,1
2497,0,1,0,1
2498,0,1,0,1
2499,0,1,0,1
2500,0,1,0,1
2501,0,1,0,1
2502,0,1,0,1
2503,0,1,0,1
2504,0,1,1,0
2505,0,1,0,1
2506,0,1,0,1
2507,0,1,1,0
2508,0,1,0,1
2509,0,1,0,1
2510,0,1,1,0
2511,0,1,0,1
2512,0,1,1,0
2513,0,1,1,0
2514,0,1,0,1
2515,0,1,0,1
2516,0,1,0,1
2517,0,1,0,1
2518,0,1,0,1
2519,0,1,0,1
2520,0,1,1,0
2521,0,1,0,1
2522,0,1,0,1
2523,0,1,0,1
2524,0,1,0,1
2525,0,1,0,1
2526,0,1,0,1
2527,0,1,0,1
2528,0,1,0,1
2529,0,1,0,1
2530,0,1,1,0
2531,0,1,0,1
2532,0,1,1,0
2533,0,1,0,1
2534,0,1,0,1
2535,0,1,0,1
2536,0,1,0,1
2537,0,1,0,1
2538,0,1,0,1
2539,0,1,1,0
2540,0,1,0,1
2541,0,1,1,0
2542,0,1,0,1
2543,0,1,0,1
2544,0,1,1,0
2545,0,1,0,1
2546,0,1,0,1
2547,1,0,1,0
2548,0,1,0,1
2549,1,0,1,0
2550,1,0,1,0
2551,0,1,1,0
2552,0,1,0,1
2553,1,0,1,0
2554,0,1,0,1
2555,0,1,0,1
2556,0,1,0,1
2557,0,1,1,0
2558,0,1,0,1
2559,0,1,1,0
2560,0,1,0,1
2561,0,1,0,1
2562,0,1,1,0
2563,0,1,1,0
2564,0,1,1,0
2565,0,1,1,0
2566,0,1,1,0
2567,0,1,1,0
2568,0,1,0,1
2569,0,1,1,0
2570,0,1,1,0
2571,0,1,1,0
2572,0,1,1,0
2573,0,1,0,1
2574,0,1,1,0
2575,0,1,0,1
2576,0,1,1,0
2577,0,1,1,0
2578,1,0,1,0
2579,0,1,0,1
2580,0,1,1,0
2581,0,1,1,0
2582,0,1,1,0
2583,0,1,0,1
2584,0,1,0,1
2585,0,1,0,1
2586,0,1,1,0
2587,0,1,0,1
2588,0,1,0,1
2589,0,1,0,1
2590,0,1,0,1
2591,0,1,0,1
2592,0,1,1,0
2593,0,1,0,1
2594,0,1,0,1
2595,0,1,1,0
2596,0,1,1,0
2597,1,0,1,0
2598,0,1,1,0
2599,1,0,1,0
2600,0,1,0,1
2601,0,1,0,1
2602,0,1,1,0
2603,0,1,0,1
2604,1,0,1,0
2605,0,1,1,0
2606,0,1,0,1
2607,0,1,1,0
2608,0,1,1,0
2609,0,1,0,1
2610,0,1,0,1
2611,0,1,0,1
2612,0,1,0,1
2613,0,1,0,1
2614,0,1,0,1
2615,0,1,1,0
2616,0,1,1,0
2617,1,0,1,0
2618,0,1,0,1
2619,0,1,0,1
2620,0,1,0,1
2621,0,1,0,1
2622,0,1,0,1
2623,0,1,0,1
2624,0,1,1,0
2625,0,1,0,1
2626,0,1,0,1
2627,0,1,1,0
2628,0,1,0,1
2629,1,0,1,0
2630,0,1,0,1
2631,0,1,1,0
